"","moduleLabels","moduleColors"
"GOLM1",1,"turquoise"
"DPYSL2",4,"yellow"
"SDCCAG8",1,"turquoise"
"SYNPO2",1,"turquoise"
"GK",2,"blue"
"DNAJB1",0,"grey"
"CHID1",0,"grey"
"IKZF5",5,"green"
"GIMAP8",0,"grey"
"LMNTD1",1,"turquoise"
"NR2F1",0,"grey"
"GNAI2",1,"turquoise"
"METTL8",1,"turquoise"
"SLC39A7",0,"grey"
"FBXO8",0,"grey"
"ILF2",0,"grey"
"NSD2",1,"turquoise"
"ZNF506",1,"turquoise"
"NOM1",1,"turquoise"
"PSMA3",0,"grey"
"H3C10",3,"brown"
"ASCC3",0,"grey"
"LYRM1",0,"grey"
"CGAS",1,"turquoise"
"DNAJC22",1,"turquoise"
"TMEM18",0,"grey"
"ARHGAP30",0,"grey"
"PAIP2",3,"brown"
"ACAT1",6,"red"
"AARS1",0,"grey"
"CSGALNACT2",2,"blue"
"SEPTIN1",0,"grey"
"PHKA2",2,"blue"
"CARD11",0,"grey"
"RSL24D1",4,"yellow"
"MPP7",2,"blue"
"ZC3H7A",3,"brown"
"ST3GAL1",0,"grey"
"KLF16",0,"grey"
"HIF3A",1,"turquoise"
"MAPKAP1",0,"grey"
"SRPRA",0,"grey"
"FRRS1L",0,"grey"
"GREB1",1,"turquoise"
"REEP3",0,"grey"
"LMBRD1",2,"blue"
"LDLRAD4",0,"grey"
"PRPF19",0,"grey"
"SLC25A16",1,"turquoise"
"RPA2",0,"grey"
"MXD4",5,"green"
"TNFSF10",2,"blue"
"SMARCB1",0,"grey"
"BPNT2",1,"turquoise"
"DTX3L",1,"turquoise"
"ULK1",0,"grey"
"TAS1R3",5,"green"
"SLC2A3",2,"blue"
"ARID3A",1,"turquoise"
"WDR43",0,"grey"
"GNG5",0,"grey"
"ACOX1",1,"turquoise"
"KIF5B",2,"blue"
"NUP153",2,"blue"
"CSDE1",0,"grey"
"CLPTM1",0,"grey"
"TTYH3",3,"brown"
"ZNF665",1,"turquoise"
"TLR6",2,"blue"
"GPI",1,"turquoise"
"AGPAT3",0,"grey"
"ADORA2A",0,"grey"
"SPDYE10",1,"turquoise"
"CAMK2D",0,"grey"
"RPS27A",4,"yellow"
"MEAK7",1,"turquoise"
"SWT1",0,"grey"
"RAB11FIP2",0,"grey"
"TSC2",0,"grey"
"CPSF7",2,"blue"
"PTPRB",1,"turquoise"
"SIPA1L2",2,"blue"
"SPTAN1",4,"yellow"
"ACTR1A",0,"grey"
"TMEM44",1,"turquoise"
"BBS10",5,"green"
"PRDM4",0,"grey"
"IRF6",1,"turquoise"
"PSMG2",4,"yellow"
"ZNF407",2,"blue"
"PPIG",0,"grey"
"RPSA",4,"yellow"
"NIBAN1",13,"salmon"
"MT-CYB",17,"grey60"
"PARP14",2,"blue"
"METTL15",0,"grey"
"RPS8",4,"yellow"
"FOXJ2",0,"grey"
"ZNF343",1,"turquoise"
"FBXO33",2,"blue"
"UHMK1",0,"grey"
"TADA3",1,"turquoise"
"ZCCHC24",0,"grey"
"BICRAL",2,"blue"
"IFIT2",2,"blue"
"TIGD1",1,"turquoise"
"NR3C1",2,"blue"
"NPAP1",1,"turquoise"
"CORO1B",0,"grey"
"PARP11",1,"turquoise"
"MAP2K6",0,"grey"
"BORCS5",1,"turquoise"
"AGO4",2,"blue"
"MT-ATP8",17,"grey60"
"YY1",0,"grey"
"AASDHPPT",0,"grey"
"ANAPC7",0,"grey"
"MCM3",0,"grey"
"FAM110A",3,"brown"
"NBPF20",0,"grey"
"RALGAPA2",2,"blue"
"CBLB",0,"grey"
"FAF1",1,"turquoise"
"CDK6",0,"grey"
"NPRL3",9,"magenta"
"CSK",0,"grey"
"SNAP25",1,"turquoise"
"IFT22",1,"turquoise"
"TMTC3",0,"grey"
"LCK",0,"grey"
"AKTIP",0,"grey"
"FURIN",9,"magenta"
"RHNO1",1,"turquoise"
"SMIM12",1,"turquoise"
"GAS2L3",1,"turquoise"
"PDE8A",4,"yellow"
"GMIP",0,"grey"
"SF3A2",0,"grey"
"RHBDD2",0,"grey"
"PPP1R3B",2,"blue"
"LPCAT2",2,"blue"
"FGFR2",1,"turquoise"
"BTBD2",0,"grey"
"LMO2",0,"grey"
"ACRBP",3,"brown"
"PTK7",1,"turquoise"
"TWF2",0,"grey"
"DDX60",2,"blue"
"CYC1",0,"grey"
"RPL22",4,"yellow"
"MORN3",1,"turquoise"
"CHUK",0,"grey"
"CCDC134",1,"turquoise"
"DENND4B",0,"grey"
"RAB33A",5,"green"
"AK9",0,"grey"
"PEX7",1,"turquoise"
"RPS26",0,"grey"
"TTC39C",0,"grey"
"ZNF234",1,"turquoise"
"CYP7B1",1,"turquoise"
"ALDH1B1",1,"turquoise"
"MT-ND4",17,"grey60"
"SLC44A1",3,"brown"
"AP5M1",0,"grey"
"ZC3HAV1L",0,"grey"
"PARP6",0,"grey"
"SULT2A1",1,"turquoise"
"TMC1",1,"turquoise"
"GAMT",1,"turquoise"
"DRAM1",3,"brown"
"TSPAN33",3,"brown"
"MIDN",2,"blue"
"CYP2E1",6,"red"
"ACO1",1,"turquoise"
"IQCG",1,"turquoise"
"MEGF9",2,"blue"
"PLEKHA1",1,"turquoise"
"NR6A1",1,"turquoise"
"SNUPN",1,"turquoise"
"OSTM1",0,"grey"
"CLCN7",0,"grey"
"NAPEPLD",8,"pink"
"STRAP",0,"grey"
"RRBP1",13,"salmon"
"MAT2B",0,"grey"
"MTMR10",2,"blue"
"CSNK1D",2,"blue"
"ZNF599",1,"turquoise"
"PER2",0,"grey"
"ARFGAP2",0,"grey"
"FAM118A",1,"turquoise"
"TAF4",0,"grey"
"NDUFB6",0,"grey"
"RETREG2",1,"turquoise"
"GABPB1",0,"grey"
"HPGD",0,"grey"
"JCAD",4,"yellow"
"CXXC5",0,"grey"
"TP53BP1",0,"grey"
"TADA2A",1,"turquoise"
"AMACR",0,"grey"
"SMIM19",0,"grey"
"VPS13A",3,"brown"
"PRPF38B",5,"green"
"OSBPL6",1,"turquoise"
"PFDN5",4,"yellow"
"CMTM6",2,"blue"
"RP2",2,"blue"
"SEMA4B",0,"grey"
"NIPAL2",0,"grey"
"TYRO3",1,"turquoise"
"FANCF",0,"grey"
"CSNK1A1",2,"blue"
"LONP2",1,"turquoise"
"CCNC",0,"grey"
"UBAP1",0,"grey"
"MAP3K1",2,"blue"
"ANKRD9",1,"turquoise"
"CPPED1",2,"blue"
"GAB2",2,"blue"
"AZU1",1,"turquoise"
"DIS3",0,"grey"
"SPATS2",1,"turquoise"
"COA1",0,"grey"
"ZNF829",1,"turquoise"
"EFCAB3",5,"green"
"ZNF813",1,"turquoise"
"HEG1",0,"grey"
"PSMC1",0,"grey"
"CEP95",0,"grey"
"MAZ",6,"red"
"PIN4",1,"turquoise"
"ACADS",8,"pink"
"MKRN2",0,"grey"
"GALNT4",0,"grey"
"PSME4",9,"magenta"
"TFG",0,"grey"
"ANXA5",0,"grey"
"PCNX1",2,"blue"
"ENSG00000196826",1,"turquoise"
"GPR26",0,"grey"
"FOXK1",0,"grey"
"H2AC15",0,"grey"
"UBE2G2",0,"grey"
"ADGRG6",15,"midnightblue"
"PARP1",0,"grey"
"DDX55",1,"turquoise"
"RPS15",4,"yellow"
"FERMT2",0,"grey"
"C2CD5",0,"grey"
"GCNA",1,"turquoise"
"CEP57L1",1,"turquoise"
"DEFA3",0,"grey"
"CD34",0,"grey"
"PRKCSH",0,"grey"
"HLA-F",0,"grey"
"SELENOK",0,"grey"
"TBC1D4",0,"grey"
"GLUD1",6,"red"
"RNF207",1,"turquoise"
"SREK1IP1",0,"grey"
"MYLIP",2,"blue"
"PHIP",2,"blue"
"SCAPER",0,"grey"
"ADSS2",0,"grey"
"NIP7",1,"turquoise"
"TMEM158",3,"brown"
"RARA",13,"salmon"
"BDH1",1,"turquoise"
"ANKRD16",1,"turquoise"
"CARM1",9,"magenta"
"SS18",1,"turquoise"
"IKZF2",0,"grey"
"MYD88",0,"grey"
"PML",0,"grey"
"CBFB",0,"grey"
"DPP3",5,"green"
"DAB2",3,"brown"
"ZNF276",0,"grey"
"LRP6",0,"grey"
"SERPINH1",0,"grey"
"TLE1",5,"green"
"CD244",0,"grey"
"ZDHHC15",0,"grey"
"MGLL",3,"brown"
"LSM6",0,"grey"
"MLLT1",0,"grey"
"TNFSF4",3,"brown"
"COPS5",0,"grey"
"TPM4",1,"turquoise"
"ACADSB",1,"turquoise"
"HERPUD1",1,"turquoise"
"BCL2L11",2,"blue"
"CEP78",0,"grey"
"CPEB2",7,"black"
"BPTF",0,"grey"
"LRRK1",1,"turquoise"
"RPL21",4,"yellow"
"JKAMP",3,"brown"
"MLLT6",1,"turquoise"
"ADAMTS1",0,"grey"
"RAP1B",3,"brown"
"P2RY6",1,"turquoise"
"TRIM21",0,"grey"
"NLRC5",0,"grey"
"PCF11",15,"midnightblue"
"AK4",6,"red"
"TAT",6,"red"
"TBCA",0,"grey"
"FNBP4",0,"grey"
"C12orf43",1,"turquoise"
"CBL",2,"blue"
"PGA3",1,"turquoise"
"GALK2",0,"grey"
"DCAF15",0,"grey"
"MYO19",0,"grey"
"RAB3B",1,"turquoise"
"REEP5",2,"blue"
"FADD",0,"grey"
"ZNF844",1,"turquoise"
"ABI1",3,"brown"
"ZNF286A",1,"turquoise"
"ENY2",0,"grey"
"TNFSF13B",2,"blue"
"DENND3",2,"blue"
"CMPK1",3,"brown"
"LRRC74B",1,"turquoise"
"SSH1",1,"turquoise"
"ENSA",0,"grey"
"GNAQ",3,"brown"
"CKAP2",0,"grey"
"PPP2R1A",0,"grey"
"ANKRD62",1,"turquoise"
"HNRNPM",0,"grey"
"TET2",2,"blue"
"HK2",2,"blue"
"ELOVL6",1,"turquoise"
"EPHX1",6,"red"
"RASSF2",2,"blue"
"AIMP1",1,"turquoise"
"DNAJC2",1,"turquoise"
"AVPR1A",0,"grey"
"ERO1A",1,"turquoise"
"TNFAIP8",1,"turquoise"
"CALCRL",4,"yellow"
"ZNF674",1,"turquoise"
"HECTD3",0,"grey"
"LGALS9",0,"grey"
"SCARB2",1,"turquoise"
"USP34",2,"blue"
"SLC16A3",1,"turquoise"
"APLP2",2,"blue"
"ITIH2",6,"red"
"MICAL3",0,"grey"
"PRR5L",0,"grey"
"HDAC2",1,"turquoise"
"CA2",3,"brown"
"RANBP17",0,"grey"
"TIMMDC1",4,"yellow"
"MPZL3",1,"turquoise"
"HSP90B1",6,"red"
"GPR146",0,"grey"
"SPC25",1,"turquoise"
"STEAP2",1,"turquoise"
"VAMP3",0,"grey"
"EIF3C",0,"grey"
"TCIRG1",2,"blue"
"PARL",4,"yellow"
"TMEM231",1,"turquoise"
"GRN",2,"blue"
"HSH2D",1,"turquoise"
"SCAMP1",0,"grey"
"BANP",1,"turquoise"
"ADCY6",5,"green"
"CYP51A1",1,"turquoise"
"ANPEP",2,"blue"
"SIGLEC10",1,"turquoise"
"SNX3",9,"magenta"
"ASB18",1,"turquoise"
"DST",6,"red"
"GLRX5",9,"magenta"
"CAB39",2,"blue"
"MSH2",0,"grey"
"PIP4K2C",0,"grey"
"CYLD",2,"blue"
"WTAP",2,"blue"
"PET100",0,"grey"
"MGAT4A",15,"midnightblue"
"TSC22D4",0,"grey"
"CHRM2",0,"grey"
"CCNH",0,"grey"
"RRM1",0,"grey"
"CTDSPL",3,"brown"
"SKIDA1",1,"turquoise"
"TSPAN9",3,"brown"
"THUMPD1",3,"brown"
"CMBL",1,"turquoise"
"SRSF2",0,"grey"
"RAB30",3,"brown"
"OSBPL11",2,"blue"
"H4C14",0,"grey"
"GNB5",1,"turquoise"
"VCL",3,"brown"
"FYTTD1",1,"turquoise"
"C11orf1",1,"turquoise"
"HFE",1,"turquoise"
"CCDC88C",0,"grey"
"IRGQ",1,"turquoise"
"AKAP5",1,"turquoise"
"DTL",0,"grey"
"LPAR6",0,"grey"
"RSAD2",0,"grey"
"CRTC3",0,"grey"
"LRRFIP2",0,"grey"
"INTS4",1,"turquoise"
"TTN",0,"grey"
"RGS6",3,"brown"
"PLLP",1,"turquoise"
"ZNF525",0,"grey"
"ZNF93",0,"grey"
"TMEM219",18,"lightgreen"
"BCCIP",4,"yellow"
"ETFBKMT",1,"turquoise"
"ILKAP",0,"grey"
"HBS1L",0,"grey"
"TMEM30A",2,"blue"
"CRK",0,"grey"
"PDS5A",0,"grey"
"BRPF3",15,"midnightblue"
"NEDD9",0,"grey"
"PSMD13",0,"grey"
"CDK19",2,"blue"
"BTBD7",0,"grey"
"GSTO1",3,"brown"
"MAD2L1BP",0,"grey"
"PLPP5",1,"turquoise"
"PPP2R3C",0,"grey"
"COX11",0,"grey"
"FAM217B",15,"midnightblue"
"NPTN",3,"brown"
"UPP1",0,"grey"
"ZNHIT3",1,"turquoise"
"SNRPD3",1,"turquoise"
"UNC93B1",0,"grey"
"SPCS2",0,"grey"
"H4C3",4,"yellow"
"PRKAB1",1,"turquoise"
"RTL4",1,"turquoise"
"SIK3",2,"blue"
"PFN1",18,"lightgreen"
"ZNF654",0,"grey"
"SS18L1",0,"grey"
"TIMM21",0,"grey"
"ITGB3",3,"brown"
"TCEA3",6,"red"
"H2BC10",4,"yellow"
"CLIP1",0,"grey"
"NUDT5",0,"grey"
"UBP1",0,"grey"
"TTPAL",1,"turquoise"
"RBM27",0,"grey"
"ANAPC15",1,"turquoise"
"SUPT6H",0,"grey"
"GSK3A",1,"turquoise"
"ELL2",0,"grey"
"CEMIP2",2,"blue"
"TMEM199",0,"grey"
"GPR89A",0,"grey"
"ZNF770",0,"grey"
"TRPC4AP",8,"pink"
"EIF4G2",3,"brown"
"ZNF385A",0,"grey"
"RPF1",0,"grey"
"NUDT15",1,"turquoise"
"CEPT1",0,"grey"
"ZNFX1",1,"turquoise"
"TDRD1",1,"turquoise"
"CCDC92",3,"brown"
"ETNK1",0,"grey"
"CEP44",1,"turquoise"
"B3GALNT2",1,"turquoise"
"EPS15L1",0,"grey"
"BCAT1",0,"grey"
"ING1",1,"turquoise"
"ARL17A",1,"turquoise"
"ETV6",3,"brown"
"MED22",1,"turquoise"
"TMSB4X",3,"brown"
"CD300E",0,"grey"
"ETFRF1",0,"grey"
"CEBPB",2,"blue"
"ZNF398",0,"grey"
"LRCH3",1,"turquoise"
"HMGA1",0,"grey"
"CAPN7",0,"grey"
"NANOS1",1,"turquoise"
"IRAK4",1,"turquoise"
"PARD3",3,"brown"
"NRG1",1,"turquoise"
"TBC1D9",0,"grey"
"ZNF557",1,"turquoise"
"DDX41",0,"grey"
"UBE2D2",4,"yellow"
"PSMB10",0,"grey"
"GABARAPL2",9,"magenta"
"DGCR2",2,"blue"
"MARVELD2",1,"turquoise"
"VSIG10",0,"grey"
"UNC45A",0,"grey"
"GIT2",2,"blue"
"CASK",1,"turquoise"
"NCAPG",5,"green"
"TIFA",2,"blue"
"FDPS",0,"grey"
"NANS",0,"grey"
"ANO6",3,"brown"
"PRKCA",0,"grey"
"GGA2",1,"turquoise"
"CCDC115",0,"grey"
"TTC1",0,"grey"
"TNS2",0,"grey"
"MAD2L2",0,"grey"
"HIPK1",2,"blue"
"CLN3",1,"turquoise"
"TUBB1",3,"brown"
"KAT6B",1,"turquoise"
"RUBCN",1,"turquoise"
"SEC22A",1,"turquoise"
"KIAA0825",0,"grey"
"NUSAP1",0,"grey"
"LANCL1",0,"grey"
"C15orf40",1,"turquoise"
"SNX17",4,"yellow"
"HBG1",0,"grey"
"PSME3IP1",0,"grey"
"SMCR8",1,"turquoise"
"RPS6KB1",1,"turquoise"
"DNAJC19",0,"grey"
"TOP1",0,"grey"
"RNF169",2,"blue"
"MPST",5,"green"
"DPM2",0,"grey"
"PLPBP",4,"yellow"
"FARP1",0,"grey"
"DPY30",0,"grey"
"TUBD1",0,"grey"
"GNL3",0,"grey"
"ATF6B",0,"grey"
"BTG2",2,"blue"
"ECHS1",6,"red"
"VPS4A",0,"grey"
"NCF4",2,"blue"
"RAB1B",3,"brown"
"MSL1",2,"blue"
"SCAF8",0,"grey"
"SIRPB2",1,"turquoise"
"CHORDC1",0,"grey"
"SLC2A5",1,"turquoise"
"C2orf49",0,"grey"
"DDX5",2,"blue"
"ANAPC4",0,"grey"
"ZSWIM1",1,"turquoise"
"TMX4",1,"turquoise"
"LRMDA",1,"turquoise"
"ERV3-1",2,"blue"
"AQP9",2,"blue"
"SLC15A2",1,"turquoise"
"MMS22L",1,"turquoise"
"MREG",1,"turquoise"
"PDLIM2",0,"grey"
"GSTCD",1,"turquoise"
"FBH1",0,"grey"
"SRPK1",2,"blue"
"PTCD3",0,"grey"
"NFIA",0,"grey"
"LEP",1,"turquoise"
"MAPKAPK2",0,"grey"
"LHFPL2",3,"brown"
"NMNAT1",1,"turquoise"
"DIP2A",0,"grey"
"ACTR8",0,"grey"
"PTPN22",4,"yellow"
"WDR89",0,"grey"
"LUZP1",0,"grey"
"EIF4G3",3,"brown"
"C5AR1",2,"blue"
"ZNF623",1,"turquoise"
"A2M",6,"red"
"PHLDB3",1,"turquoise"
"TRIQK",3,"brown"
"GRPEL1",0,"grey"
"LMNB2",0,"grey"
"ROCK2",3,"brown"
"SNX16",0,"grey"
"ANXA3",2,"blue"
"CCDC66",0,"grey"
"EED",0,"grey"
"ATL2",1,"turquoise"
"HES1",0,"grey"
"CLC",0,"grey"
"DNAAF10",1,"turquoise"
"RAPGEF6",13,"salmon"
"RBM10",0,"grey"
"MFF",0,"grey"
"NOA1",0,"grey"
"EXOC3",0,"grey"
"NCOR2",6,"red"
